Job Title,Company,Location,City,Description,Flagged Terms,Sentiment
Analyst-Data Science,Amex,"Bengaluru, Karnataka",Bengaluru,"At American Express, our culture is built on a 175-year history of innovation, shared values and Leadership Behaviors, and an unwavering commitment to back our customers, communities, and colleagues. As part of Team Amex, you'll experience this powerful backing with comprehensive support for your holistic well-being and many opportunities to learn new skills, develop as a leader, and grow your career. Here, your voice and ideas matter, your work makes an impact, and together, you will help us define the future of American Express. How will you make an impact in this role? The incumbent would be part of the Commercial Data Science & Model Integration team reporting into the Manager - Commercial Collections and Credit Data Science, key responsibilities include, but are not limited to: Support the Commercial Collections and Credit Data science practices to drive model usage and tackle business opportunities through model enhancements Innovate modeling techniques and variable creation Incorporate new data intelligence from consumer, commercial bureau & internal datasets into commercial credit risk models Conduct AI/ML research to explore opportunities in order to elevate model excellence and drive business impact Review customer cases to identify new model/variable opportunities Minimum Qualifications 0-2 years of experience in Analytics, Data Science, Machine Learning or related fields Post Graduate Degree in Statistics/Mathematics/Economics/ Engineering/Management from Top Tier Institutes Functional Skills/Capabilities Proficiency & experience in econometric, statistical, analytical and ML techniques Proficiency in ML languages (Python; PySpark) and SQL/Hive Ability to drive project deliverables to achieve business results Ability to work effectively in a team environment Strong communication and interpersonal skills Ability to learn quickly and work independently with complex, unstructured initiative We back you with benefits that support your holistic well-being so you can be and deliver your best. This means caring for you and your loved ones' physical, financial, and mental health, as well as providing the flexibility you need to thrive personally and professionally: Competitive base salaries Bonus incentives Support for financial-well-being and retirement Comprehensive medical, dental, vision, life insurance, and disability benefits (depending on location) Flexible working model with hybrid, onsite or virtual arrangements depending on role and business need Generous paid parental leave policies (depending on your location) Free access to global on-site wellness centers staffed with nurses and doctors (depending on location) Free and confidential counseling support through our Healthy Minds program Career development and training opportunities American Express is an equal opportunity employer and makes employment decisions without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran status, disability status, age, or any other status protected by law. Offer of employment with American Express is conditioned upon the successful completion of a background verification check, subject to applicable laws and regulations.",competitive,Positive
Associate Data Analyst,Data Axle,"Pune, Maharashtra",Pune,"The Associate Data Analyst (APO) – Data Ingestion, is responsible for data processing activities; that includes analysis, report generation, performing ETL operation, data extraction from the defined source, etc. Understand the project requirements, plan and executes tasks efficiently, towards successful and rapid data processing / ingestion Collaborate with internal project stakeholders independently for query / impediments resolution, ensuring on-time task completion Explore data sets from a variety of different sources to gather, synthesize and analyse relevant data Explore data to refine hypotheses, discover new relationships, insights and analytic paths from the data Identify & implement an efficient process for on-time task completion Should have a KAIZEN (continuous improvement) mindset while working on assigned tasks Brings ‘quantity & quality' in all tasks Maintains a proper & clean records / documentation for successful repeatability Requirements: Should have a prior experience in data domain (Data Projects / Data Products / Data Analytics) Should have 3+ years of experience Should have bachelor's degree in Engineering Data & business analytics skills Problem-solving skills Sound understanding of data analytics & data processing Strong team player Self-initiative Tackle something hands-on and tries to solve issues without any supervision A never-ending desire to learn Result oriented approach Professionalism and interpersonal skills",,Neutral
Data Analyst,Atticsalt Creations,"Gurgaon Village, Gurugram, Haryana",Gurugram,"Key Responsibilities ● Collect, clean, and analyze data from various platforms: Shopify, GA4, Meta Ads Manager, WhatsApp, Marketplaces, CRM, etc., ● Build and maintain dashboards to track key KPIs like CAC, LTV, retention, conversion rate, AOV, and RTO ● Run cohort and funnel analysis to understand customer journeys and product performance ● Support the marketing team with campaign performance tracking, A/B test analysis, and attribution modeling ● Collaborate with ops to assist in inventory planning, demand forecasting, and supply chain insights ● Automate recurring reports and optimize data pipelines for efficiency and accuracy ● Identify data trends, outliers, and opportunities to improve revenue, retention, and customer experience ● Work with finance and ops on margin analysis, pricing models, and contribution tracking ● Drive demand forecasting and support channel-wise distribution planning using historical data and market signals Requirements ● 2–3 years of experience as a Data Analyst in a D2C or e-commerce environment ● Proficiency in SQL, BigQuery, Excel/Google Sheets, and data visualization tools like Looker Studio, Power BI ● Comfortable working with APIs, third-party integrations, and large data sets ● Strong analytical mindset with attention to detail and data accuracy ● Familiarity with tools like Shopify, GA4, Meta Ads Manager, Search Console, etc. ● Excellent communication skills – ability to simplify data insights for non-tech teams Job Type: Full-time Pay: ₹60,000.00 - ₹90,000.00 per month Benefits: Provident Fund Schedule: Day shift Supplemental Pay: Yearly bonus Education: Bachelor's (Required) Experience: Data analysis skills: 2 years (Required) Work Location: In person",,Neutral
Business Analyst,IntegriChain,"Pune, Maharashtra",Pune,"Company Description  IntegriChain is the data and application backbone for market access departments of Life Sciences manufacturers. We deliver the data, the applications, and the business process infrastructure for patient access and therapy commercialization. More than 250 manufacturers rely on our ICyte Platform to orchestrate their commercial and government payer contracting, patient services, and distribution channels. ICyte is the first and only platform that unites the financial, operational, and commercial data sets required to support therapy access in the era of specialty and precision medicine. With ICyte, Life Sciences innovators can digitalize their market access operations, freeing up resources to focus on more data-driven decision support. With ICyte, Life Sciences innovators are digitalizing labor-intensive processes – freeing up their best talent to identify and resolve coverage and availability hurdles and to manage pricing and forecasting complexity. We are headquartered in Philadelphia, PA (USA), with offices in: Ambler, PA (USA); Pune, India; and Medellín, Colombia. For more information, visit www.integrichain.com, or follow us on Twitter @IntegriChain and LinkedIn.  Job Description  Analysis and Solution Definition Assist in gathering business requirements through various methods (e.g., document analysis, workshops, surveys, site visits, use cases). Collaborate with process owners and end users to document business processes and assist in translating them into system data specifications and configurations. Provide basic application training to the user community as needed. Develop a foundational understanding of the product implementation lifecycle. Project Execution/Implementation Support the development of project plans for system enhancements by documenting requirements. Provide timely status updates to the immediate supervisor. Assist in system configurations and data needs for successful implementation under guidance. Incorporate feedback from the supervisor into work products. Understand and consistently apply project standards. Assist in developing internal and external meeting objectives and agendas. Prioritize tasks effectively as assigned. Learn the components necessary for a successful project. Technical Recommendation and Testing Assist end users with conducting conference room pilots and testing solutions. Support the user community with validation and troubleshooting basic system issues (e.g., configuration issues), including basic SQL for diagnosis. Understand technical design specifications. Define test conditions and scenarios. Develop accurate and complete test plans. Conduct functional testing according to plan. Identify and document system deficiencies and recommend solutions.  Qualifications  Required Qualifications Experience: 2-4 years of experience as a Business Analyst or in a similar role supporting business applications and processes. Skills: Basic SQL, troubleshooting, and data analysis skills. Ability to interact effectively with team members and end users. #LI-YG1  Additional Information  What does IntegriChain have to offer? Mission driven: Work with the purpose of helping to improve patients' lives! Excellent and affordable medical benefits + non-medical perks including Flexible Paid Time Off and much more! Robust Learning & Development opportunities including over 700+ development courses free to all employees IntegriChain is committed to equal treatment and opportunity in all aspects of recruitment, selection, and employment without regard to race, color, religion, national origin, ethnicity, age, sex, marital status, physical or mental disability, gender identity, sexual orientation, veteran or military status, or any other category protected under the law. IntegriChain is an equal opportunity employer; committed to creating a community of inclusion, and an environment free from discrimination, harassment, and retaliation.",,Positive
Data Analyst II,Astreya Partners,Remote,Remote,"What this Job Entails: We are looking for a Data Analyst II to join our growing team of analytics experts. The hire will be responsible for statistical modeling, and analysis of structured and unstructured datasets to develop metrics, reports, and visualizations of trends and patterns. The Data Analyst identifies and captures data from internal and external sources. The Data Analyst will ensure consistency throughout ongoing projects. Scope: Uses professional concepts and company objectives to resolve complex issues in creative and effective ways Works on complex issues where analysis of situations or data requires an in-depth evaluation of variable factors Your Roles and Responsibilities: Create data visualizations Troubleshoot and test database technical issues with development team Create monthly Excel and Google Sheets files from database Independently analyze data sets to identify opportunities for increased accuracy and efficiency Perform quality assurance on data to determine potential data gaps Handle data-related technical issues and support data infrastructure needs Assemble large, complex data sets that meet functional / non-functional business Work with data and analytics experts to strive for greater functionality in our data systems. Other duties as required. This list is not meant to be a comprehensive inventory of all responsibilities assigned to this position Required Qualifications/Skills: Bachelor’s degree (B.S/B.A) in Engineering, Business, Supply Chain, Logistics or a related field, from four-college or university and 2 to 5 years’ related experience and/or training; or equivalent combination of education and experience. Strong knowledge of Google Sheets / Excel, their formulas, and the ability to manipulate data in these Tools (i.e. formulas, functions, pivot tables, lookup and reference formulas (i.e. vlookups), statistical formulas (countifs, sumifs), macros (ability to create new and edit existing), conditional formatting, importing data, creating graphs/charts, etc. Strong knowledge and experience working with SQL; and experience building Dashboards. Experience working with the broader Google Workspace Tools (I.e. Slides, Docs etc.). Experience with Data Modelling and Mining. Ability to independently analyze large amounts of data; including the ability to identify, analyze, and interpret trends, gaps, patterns in complex data sets. Advanced Analytical and Problem Solving skills. Sound business judgement and the ability to influence effectively by presenting Data in a compelling way. Able to work independently or as part of a Team and in an ambiguous and Fast-Moving environment. Excellent written and verbal communication skills. High level of attention to detail. Preferred Qualifications (Nice to Have's): 3 to 5 years of experience in Supply Chain Planning / Logistics / Procurement / Operations or a related field. Experience using Google PLX Dashboards. Experience / knowledge of additional programming languages (i.e. Python, Java etc.).",,Neutral
"Associate, Data Analytics & AI",EDB,"Remote in Pune, Maharashtra",Remote,"A Little About Us EDB provides a data and AI platform that enables organizations to harness the full power of Postgres for transactional, analytical, and AI workloads across any cloud, anywhere. EDB empowers enterprises to control risk, manage costs and scale efficiently for a data and AI led world. Serving more than 1,500 customers globally and as the leading contributor to the vibrant and fast-growing PostgreSQL community, EDB supports major government organizations, financial services, media and information technology companies. EDB's data-driven solutions enable customers to modernize legacy systems and break data silos while leveraging enterprise-grade open source technologies. EDB delivers the confidence of up to 99.999% high availability with mission critical capabilities built in such as security, compliance controls, and observability. For more information, visit www.enterprisedb.com NOTE: It's complete Remote role Job Summary We are seeking a motivated and detail-oriented Associate, Data Analytics & AI to join our growing team. This role is crucial for driving data-driven decision-making by leveraging analytics and artificial intelligence. You will focus on implementing data workflows, collaborating across functions, and contributing to our AI and business intelligence capabilities. Key Responsibilities Data Strategy & Governance Contribute to the development and execution of data governance frameworks to ensure data accuracy, security, and compliance. Assist in maintaining alignment between data initiatives and organizational strategies. Business Intelligence, Analytics, and AI Tool Development Build and maintain dashboards and reports to provide actionable insights using tools like Tableau or Power BI. Support the design and development of predictive models to optimize business outcomes. Cross-Functional Collaboration Work closely with teams across sales, marketing, and operations to define requirements and implement analytics solutions. Facilitate knowledge sharing to ensure successful adoption of data-driven strategies. Innovation and Emerging Technologies Stay up to date with the latest advancements in AI, machine learning, and analytics technologies. Identify opportunities to integrate cutting-edge tools and methodologies into existing workflows. Data-Driven Decision Making Develop and manage ETL pipelines to process and analyze structured and unstructured data. Assist in deriving insights that inform strategic, tactical, and operational decisions. Collaboration and Communication Effectively communicate complex data insights and technical concepts to non-technical stakeholders. Participate in workshops and discussions to foster a culture of analytics and data literacy. Customer Focus Design analytics solutions that align with customer and business needs, enhancing user experience and operational efficiency. Diversity, Inclusion, and Growth Mindset Promote a culture of inclusivity and continuous learning within the team and organization. Actively seek feedback and opportunities for professional development. Qualifications Bachelor's degree in computer science, Data Science, Engineering, Mathematics, or a related field. Minimum 3 years of experience in data analytics or a related domain. Proficiency in SQL, ETL pipeline, and data visualization tools (e.g., Tableau, Power BI). Hands-on experience with workflow automation tools (e.g. Apache Airflow) and working knowledge of ML frameworks such as Azure ML. Experience working with modern data stacks and cloud environments (e.g., Azure, AWS, or GCP). Familiarity with SaaS business KPIs (Preferred but not mandatory) Excellent analytical skills with attention to detail and a proactive approach to problem-solving. Strong communication skills to bridge technical and non-technical teams. What Gives You an Edge Hands-on experience with dbt, Azure ML, or Apache Airflow. Understanding of Financial KPIs, Customer Success / Tech Support metrics, and HR analytics in a SaaS context. A passion for innovation and a demonstrated ability to stay ahead of industry trends. Why Join Us This role offers the opportunity to work in a fast-paced, innovative environment where your contributions will directly impact the organization's growth and strategy. If you are passionate about data, AI, and enabling business success, we encourage you to apply!  EDB is committed to supporting our employees' overall well being by offering a range of benefits and resources to promote a healthy work-life balance and wellness. We provide access to CuraLinc to aid employees in health and wellness tips and practices, as well as Wellness Fridays extending to December 2025! Check out our career site for more information on perks and benefits and reach out to our Talent Acquisition team for region specific benefits. We know it takes a unique mix of people and skills to help us in our mission to supercharge Postgres, and we understand that not everyone will check every box. We'd love to hear from you and we want you to apply! EDB is proud to be an equal opportunity workplace. We celebrate diversity and are committed to creating an inclusive environment for all employees. EDB was built on a commitment to trust and respect each other and to embrace an array of people and ideas. These values remain at the center of our culture and are key to our company's integrity. EDB does not seek or accept unsolicited resumes or CVs from recruitment agencies. EDB and its affiliates are not responsible for, and will not pay, any fees, commissions, or any other similar payment related to unsolicited resumes or CVs except as required in a written signed agreement between EDB and the recruitment agency or party requesting payment of a fee. #LI-Remote #BI-Remote",,Positive
Data Analyst,Jade Global,"Pune, Maharashtra",Pune,"Very good knowledge of Snowflake data warehouse, data infrastructure, data platforms, ETL implementation, data modelling and design Ability to gather, view, and analyze data Apply statistical and data analysis techniques to identify patterns, trends, correlations, and anomalies in large datasets. Utilize advanced analytical tools and programming languages (e.g., Python, R, SQL) to conduct exploratory data analysis. Develop and implement data models to support predictive and prescriptive analytics. Connecting to data sources, importing data and transforming data for Business Intelligence. Strong hands-on experience in writing SQLs, basic and complex Good knowledge of Snowflake cloud data platform Create clear and informative visualizations (charts, graphs, dashboards) to present insights to non-technical stakeholders. Strong exposure to Visualization , transformation, data analysis and formatting skills. Develop interactive dashboards and reports using data visualization tools (e.g.Snowsight, Tableau, Power BI) to facilitate data-driven decision-making. Good to have knowledge of Finance and Accounting domain Familiarity with cloud ecosystems Should be able to back track and do deep analysis of issues and provide RCA. Good testing and documentation skills Should be able to communicate with fast-paced, dynamic, client-facing role where delivering solid work products to exceed high expectations is a measure of success. Ability to be creative and analytical in a problem-solving environment. Effective verbal and written communication skills. Adaptable to new environments, people, technologies, and processes Ability to manage ambiguity and solve undefined problems",,Neutral
Data Analyst,Sia,"Mumbai, Maharashtra",Mumbai,"Company Description  Sia is a next-generation, global management consulting group. Founded in 1999, we were born digital. Today our strategy and management capabilities are augmented by data science, enhanced by creativity and driven by responsibility. We’re optimists for change and we help clients initiate, navigate and benefit from transformation. We believe optimism is a force multiplier, helping clients to mitigate downside and maximize opportunity. With expertise across a broad range of sectors and services, our consultants serve clients worldwide. Our expertise delivers results. Our optimism transforms outcomes. Heka.ai is the independent brand of Sia Partners dedicated to AI solutions. We host many AI-powered SaaS solutions that can be combined with consulting services or used independently, to provide our customers with solutions at scale.  Job Description  We are hiring a Power BI Developer to support our global internal teams (Finance, HR, Strategy, Corporate Functions) by delivering high-impact business intelligence dashboards, datasets, and analytics solutions. This role is critical for strengthening our internal reporting systems and driving data-backed decision-making across the organization. Key Responsibilities Design, maintain, and enhance internal Power BI dashboards and analytics for Corporate Finance and other functions. Manage Power BI Service administration tasks, including access control, workspace setup, and gateway configurations. Develop reusable data models using Power BI add-ons (Tabular Editor, DAX Studio, ALM Toolkit). Perform data ingestion, transformation, and enrichment using SQL/Python for structured reporting. Support cross-functional stakeholders with on-demand reporting requests and business data exploration. Maintain documentation for dashboards, models, and datasets; conduct demos, training sessions, and technical watch initiatives. Respond to ad-hoc requests across Power Platform tools (PowerApps, Power Automate).  Qualifications  Education: Bachelor’s or Master’s degree in Computer Science, Information Systems, Data Analytics, or related field. Experience: 3+ years of experience developing with Power BI in a production or enterprise setting. Hands-on experience with cloud environments (Azure preferred; AWS/GCP a plus). Familiarity with UI/UX design principles for dashboards. Strong proficiency in: Power BI tools: DAX, Power Query (M), Tabular Models Data handling: SQL, Python ETL tools (preferred): Dataiku, Azure Data Factory, SSIS Certifications: Mandatory: PL-300 (Microsoft Certified: Data Analyst Associate) Preferred: PL-200: Power Platform Functional Consultant or PL-600: Power Platform Solution Soft Skills Strong analytical and problem-solving mindset with attention to detail. Collaborative team player with ability to work across functions and geographies. Proactive and self-motivated to own deliverables end-to-end. Excellent verbal and written communication skills in English, French is a plus.  Additional Information  What We Offer Opportunity to lead cutting-edge AI projects in a global consulting environment. Leadership development programs and training sessions at our global centers. A dynamic and collaborative team environment with diverse projects. Position based in Mumbai (onsite) Sia is an equal opportunity employer. All aspects of employment, including hiring, promotion, remuneration, or discipline, are based solely on performance, competence, conduct, or business needs.",,Positive
Business Intelligence Reporting Analyst I,Paychex,"Bengaluru, Karnataka",Bengaluru,"About Us: Imagine Your Future with Us! Since 1971, Paychex has been at the forefront of simplifying HR, payroll, and benefits for American businesses. Our digital HR technology and advisory solutions cater to the changing needs of employers and their employees. With our award-winning training and endless opportunities for growth and development, you can build a lifelong career with us. We pride ourselves on fostering an inclusive and innovative culture. Our leaders are here to support your career journey; they and our dedicated employees embody the values that drive us to support each other, our clients, and our communities. Join us to pursue your passion and unleash your potential. Overview: Responsible for independently providing strategic insight and decision support to enhance multiple aspects of business operations, including customer service delivery, expense controls, profitability, and overall performance. Works collaboratively with business units and internal team partners to identify critical information needs, advise on data availability, and create regular reports that empower business leaders to manage their responsibilities effectively. This role requires strong analytical and communication abilities to drive informed decision-making and strategic planning. The individual must possess the capability to work autonomously and make independent decisions. Responsibilities: Conducts regular and ad-hoc analyses for tactical daily operations, key project initiatives, and strategies while working independently, including identifying and comprehending critical issues, employing strong analytical thinking, conducting quantitative analysis, and drawing conclusions based on analysis and research. In addition, it necessitates a deep understanding of the business and its processes. It fosters collaborative working relationships with all business partners to ensure optimal utilization of team services for departmental needs. Independently collaborates with diverse corporate departments to autonomously acquire and monitor data accuracy. Takes initiative to propose recommendations for improving the presentation and usefulness of data. Independently develops and sustains reports, dashboards, and key indicators utilized by the leadership team for tracking essential metrics, such as client survey data, client loss analyses, and operations processing. These data-driven insights enable the leadership team to comprehensively assess the business's performance and make informed decisions continuously. Acts as an intermediary between Operations, Sales, and various stakeholders from business units to facilitate identifying, defining, analyzing, communicating, and validating requirements for modifying existing business processes, policies, technology, and information systems to address business challenges. Offers stakeholders recommendations on optimal and efficient approaches to meet project objectives. Identifies and improves business processes through analysis and recommendations to maximize departmental efficiency. Analyzes and maps current processes and potential future states to improve operating efficiencies. Collaborates with IT, Operations, Service, and Product Management to coordinate interdependencies and resolve issues. Qualifications: Bachelor's Degree - Required 2 years of experience in Technical experience with data and reporting concept/tools and proven capability to problem-solve using quantitative and analytical skills. Live the Paychex Values: Act with uncompromising integrity. Provide outstanding service and build trusted relationships. Drive innovation in our products and services and continually improve our processes. Work in partnership and support each other. Be personally accountable and deliver on commitments. Treat each other with respect and dignity. Not sure if you meet every requirement?: Paychex is an equal opportunity employer that fosters a workplace culture of Diversity, Equity, & Inclusion. Our valued employees and commitment to DEI are the essence of our internal and external success.",,Positive
BI Analyst,Numerator,Remote in India,Remote,"We’re reinventing the market research industry. Let’s reinvent it together. At Numerator, we believe tomorrow’s success starts with today’s market intelligence. We empower the world’s leading brands and retailers with unmatched insights into consumer behavior and the influencers that drive it. At Numerator, we believe tomorrow’s success starts with today’s market intelligence. We empower the world’s leading brands and retailers with unmatched insights into consumer behavior and the influencers that drive it. Numerator is looking for a Business Intelligence Analyst to join our growing Product Business Intelligence team. This is a unique opportunity where you will get a chance to work with an established and rapidly evolving platform that handles millions of requests and massive amounts of events, and other data. In this position, you will be responsible for taking on new initiatives to automate, enhance, maintain, and scale services in a rapidly-scaling environment. This Business Intelligence Analyst position is data analytics-focused, with efforts focusing on exploring datasets, identifying trends, and reporting on key performance indicators. You will work collaboratively with senior analysts, product managers, and cross-functional teams to monitor data pipeline performance, create dashboards, and provide actionable insights that influence business decisions. This is an excellent opportunity for those eager to grow their analytics skills and contribute meaningfully in a fast-paced environment. Responsibilities: Dive into data to help identify and diagnose data quality issues, communicating findings and potential impacts clearly Assist in identifying areas for analytical improvement and contribute to the implementation of solutions Provide regular reports and insights that support operational planning and strategy execution Partner with Product, Data, and Engineering teams to investigate product and backend data concerns and contribute to resolution efforts Support senior analysts and leadership by preparing data analyses that inform business growth initiatives Help create and maintain dashboards and scorecards, ensuring accurate and timely data delivery Communicate analytic results and business impacts to both technical and business audiences There is strength in numbers - We are the Numerati Numerator is 2,000 employees strong. We have the confidence to be real and embrace what makes each Numerati unique. Our diverse experiences, ideas and backgrounds fuel our innovation. Being part of the Numerati means that we’ll take care of you! From our Recharge Days, maximum flexibility policy, wellness resources for employees and their families, development opportunities and much more — we’re always finding ways to better support, celebrate and accelerate our team. What You Can Expect from Your Intern Experience  You’ll play an active role as a member of a dynamic team of supportive and highly motivated employees and leaders. From day one, you’ll be set up for success with your NuIntern buddy, who will be a key partner throughout your internship. Numerator’s onboarding program will introduce you to your new colleagues, immerse you into our culture, and provide you with resources to thrive.  Expect to make an impact on real projects, business challenges, clients, and our global teams. Interact and engage with colleagues in person at our cool headquarters, designed to further inspire innovation, creativity, and collaboration. You'll also have the opportunity to participate in local events, Hack Days, networking, and workshops. Internship dates: June 9th to August 8th, 2025 What You'll Bring to Numerator: BS in Analytics, Mathematics, Statistics, Computer Science, Economics, Physics, or other behavioral and/or equivalent quantitative science 2+ years of experience analyzing granular data or working with analytics technology tools Familiarity with SQL and knowledge of one scripting language (Python or equivalent) is preferred Experience with building or maintaining internal dashboards and reporting tools such as Tableau, Looker, Power BI, or similar platforms Demonstrated ability to collaborate effectively within a team, deliver results autonomously, tackle complex problems with sound judgment, and lead or manage projects in a dynamic, fast-changing work environment Strong analytical skills with an ability to identify trends and translate data into actionable insights Effective communication skills tailored to both technical and non-technical audiences Passion for data and curiosity in uncovering meaningful questions and opportunities through analysis We are an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability status, protected veteran status, or any other characteristic protected by the law. While some roles can be remote, Numerator is only able to hire in many, but not all, states and provinces. In certain cases, if you are not located in a specific area where Numerator is able to hire, you may not be eligible for employment.",supportive,Positive
Data Analyst - India (2025),Artefact,India,India,"Job Description – Data Analyst Artefact is a new generation of data service providers specialising in data consulting and data-driven digital marketing. It is dedicated to transforming data into business impact across the entire value chain of organisations. We are proud to say we’re enjoying skyrocketing growth. The backbone of our consulting missions, today our Data consulting team has more than 400 consultants covering all Artefact's offers (and more): data marketing, data governance, strategy consulting, product owner… 1. What you will be doing? As a Data Analyst, your key responsibilities revolve around utilizing Python and SQL for data manipulation and analysis, coupled with leveraging visualization tools such as Tableau, PowerBI, and Web Applications to present insights effectively. Your primary duties include: Data Analysis: Employing Python and SQL to extract, clean, and analyze data to derive actionable insights. Visualization Techniques: Using Tableau, PowerBI, and Web Applications to create intuitive and insightful visual representations of data for effective communication. Statistical Understanding: Applying statistical concepts and understanding data structures to interpret data patterns and trends accurately. 2. What we are looking for? Technical Expertise: Proficiency in Python, SQL, and data manipulation for analysis purposes. Experience in data visualization tools such as Tableau, PowerBI, and Web Applications for creating interactive and informative dashboards. Solid understanding of statistics and data structures for accurate data interpretationProven problem-solving skills and a solution-oriented mindset. Attitude & Soft Skills: Excellent communication skills to collaborate effectively within teams and with stakeholders. Strong business acumen with an interest in business-facing roles. Adaptability and a start-up mentality to thrive in a dynamic environment.",,Positive
Power BI & Data Analyst,Quest Global,"Bengaluru, Karnataka",Bengaluru,"Job Requirements  Job Description: BAE Data Analysis and Tracking Implementing robust data validation and cleaning processes to ensure data accuracy and consistency and to handle data segmentation, consolidation, and maintenance efficiently. Ensuring correct data import and establishing accurate relationships in the data model. Collaborated with stakeholders to establish clear criteria for each BAE and test the template. Used robust scripting and testing to ensure the automation works correctly. Creation of standard template for each BAE and mapped the data with the master excel sheet. BAE Realization Collecting BAE realization data from iValua and Accolade data base integrating information from different data sets  Power BI application Fetch data from business map tool using import method and blank query option Create report and visuals using slicers and filters Write Dax query for creating measures and calculated columns Create data models for building relationships between tables Use power query editor for data transformation Use schedule refresh in power BI refresh for auto refresh Share reports with the users with permissions Use row level security Qualification: BE Mechanical (Mandatory) Skills: Power BI & Data Analysis Experience range: 4 to 8 years",,Neutral
Business Analyst,Accenture,"Pune, Maharashtra",Pune,"Project Role : Business Analyst Project Role Description : Analyze an organization and design its processes and systems, assessing the business model and its integration with technology. Assess current state, identify customer requirements, and define the future state and/or business solution. Research, gather and synthesize information. Must have skills : Icertis Contract Intelligence ICI Platform Functional Good to have skills : NA Minimum 3 year(s) of experience is required Educational Qualification : 15 years full time education  Summary: As a Business Analyst, you will engage in a variety of tasks that involve analyzing organizational processes and systems. Your typical day will include assessing the current state of business models, identifying customer requirements, and defining future states or business solutions. You will conduct research, gather information, and synthesize data to support decision-making and improve operational efficiency. Collaboration with various stakeholders will be essential as you work to align business needs with technological capabilities, ensuring that solutions are both effective and sustainable. Roles & Responsibilities: - Expected to perform independently and become an SME. - Required active participation/contribution in team discussions. - Contribute in providing solutions to work related problems. - Facilitate workshops and meetings to gather requirements and feedback from stakeholders. - Document business processes and create detailed specifications for system enhancements. Professional & Technical Skills: - Must To Have Skills: Proficiency in Icertis Contract Intelligence ICI Platform Functional. - Strong analytical skills to assess business processes and identify areas for improvement. - Experience with process mapping and documentation techniques. - Ability to communicate effectively with both technical and non-technical stakeholders. - Familiarity with project management methodologies and tools. Additional Information: - The candidate should have minimum 3 years of experience in Icertis Contract Intelligence ICI Platform Functional. - This position is based at our Pune office. - A 15 years full time education is required.  15 years full time education",,Neutral
Data Analyst - GCSS,Whatfix,"Bengaluru, Karnataka",Bengaluru,"Who are we? Whatfix is a leading global B2B SaaS organization and the largest pure-play enterprise digital adoption platform solution provider. Utilizing GenAI technology, Whatfix enhances all stages of software deployment with application simulation, product analytics, and digital adoption, driving business outcomes such as increased revenue win rates, cost reduction, risk compliance, enhanced productivity, and improved user experience. We have seven offices in the US, India, UK, Germany, Singapore, and Australia, supporting 700+ global customers, including 80+ Fortune 500 companies. Whatfix has raised $265 million to date and is backed by marquee investors, including Softbank, PeakXV, Dragoneer, and Cisco Investments. With over 45% YoY sustainable annual recurring revenue (ARR) growth, Whatfix is among the “Top 50 Indian Software Companies” as per G2 Best Software Awards. Recognized as a “Leader” in the digital adoption platforms (DAP) category for the past 4+ years by leading analyst firms like Gartner, Forrester, IDC, and Everest Group. The sole vendor named as Customers’ Choice: 2024 Gartner® Voice of the Customer for Digital Adoption Platform Report. We also boast a star rating of 4.6 on G2 Crowd 4.5 on Gartner Peer Insights and a high CSAT of 99.8% Highest-Ranking DAP on 2023 Deloitte Technology Fast 500™ North America for Third Consecutive Year Won the Silver for Stevie's Employer of the Year 2023 – Computer Software category and also recognized as Great Place to Work 2022-2023 Only DAP to be among the top 35% companies worldwide in sustainability excellence with EcoVadis Bronze Medal  In this role you will Data Analysis and Insights: Collect, Organise, and Clean data for further processing and analysis. Analyze and identify patterns in key business metrics and KPIs. Conduct in-depth data analysis to uncover trends, patterns, and insights. Use statistical techniques and data mining tools to identify critical metrics and KPIs. Develop and maintain dashboards to track key metrics and KPIs. Conduct ad-hoc data investigations and provide data-driven insights. Develop data visualizations (using tools like Looker Studio, Looker, and Matplotlib) to effectively communicate insights. ETL and Data Engineering: Design, develop, and maintain ETL processes to extract, transform, and load data from various sources. Establish data lineage to track data flow and transformations. Ensure data quality, consistency, and security. Presentation and Communication: Lead presentation of derived data insights for peers and leadership. Capture the pulse of the audience and convert them into data analysis requirements. Data-Driven Tool Development: Design, develop, and maintain data-driven internal tools using no-code/low-code platforms like Retool. Cloud and Database Technologies: Design and implement data solutions on AWS or other cloud platforms. Collaborate with database administrators to ensure optimal database performance and security. Migrate data from legacy systems to cloud-based data platforms.  Perks & Benefits (India) Best-in-class medical insurance coverage Free lunch & dinner buffet Doorstep cab drop facility Education sponsorship Internal job transfer & global mobility programs  Please Note: We strive to live and breathe our Cultural Principles and encourage employees to demonstrate some of these core values like - Customer First; Empathy; Transparency; Fail Fast & Scale Fast; No Hierarchies for Communication; Deep Dive & Innovate; Trust, Do it as you own it; We are an equal opportunity employer and value diverse people because of and not in spite of the differences. We do not discriminate on the basis of race, religion, color, national origin, ethnicity, gender, sexual orientation, age, marital status, veteran status, or disability status.",driven,Positive
